year,month,county,property_sum,violent_sum,unemp. rate,property_sum_lag9,violent_sum_lag9,unemp. rate_lag9
2010,january,los angeles county,165,42,13.0%,13,1,13.0%
2010,january,los angeles county,71,5,13.0%,206,19,13.0%
2010,january,los angeles county,1,0,13.0%,164,9,13.0%
2010,january,los angeles county,236,20,13.0%,14,8,13.0%
2010,january,los angeles county,50,0,13.0%,8,1,13.0%
2010,january,los angeles county,18,0,13.0%,138,22,13.0%
2010,january,los angeles county,21,4,13.0%,171,21,13.0%
2010,january,los angeles county,188,44,13.0%,43,10,13.0%
2010,january,los angeles county,160,8,13.0%,69,17,13.0%
2010,january,los angeles county,64,5,13.0%,165,42,13.0%
2010,january,los angeles county,81,18,13.0%,71,5,13.0%
2010,january,los angeles county,220,92,13.0%,1,0,13.0%
2010,january,los angeles county,143,19,13.0%,236,20,13.0%
2010,january,los angeles county,10,0,13.0%,50,0,13.0%
2010,january,los angeles county,23,0,13.0%,18,0,13.0%
2010,january,los angeles county,25,0,13.0%,21,4,13.0%
2010,january,los angeles county,29,2,13.0%,188,44,13.0%
2010,january,los angeles county,60,16,13.0%,160,8,13.0%
2010,january,los angeles county,130,18,13.0%,64,5,13.0%
2010,january,los angeles county,78,2,13.0%,81,18,13.0%
2010,january,los angeles county,290,37,13.0%,220,92,13.0%
2010,january,los angeles county,58,5,13.0%,143,19,13.0%
2010,january,los angeles county,5,0,13.0%,10,0,13.0%
2010,january,los angeles county,235,63,13.0%,23,0,13.0%
2010,january,los angeles county,49,4,13.0%,25,0,13.0%
2010,january,los angeles county,97,33,13.0%,29,2,13.0%
2010,january,los angeles county,333,24,13.0%,60,16,13.0%
2010,january,los angeles county,112,5,13.0%,130,18,13.0%
2010,january,los angeles county,14,8,13.0%,78,2,13.0%
2010,january,los angeles county,176,54,13.0%,290,37,13.0%
2010,january,los angeles county,50,4,13.0%,58,5,13.0%
2010,january,los angeles county,2,1,13.0%,5,0,13.0%
2010,january,los angeles county,214,52,13.0%,235,63,13.0%
2010,january,los angeles county,115,8,13.0%,49,4,13.0%
2010,january,los angeles county,217,73,13.0%,97,33,13.0%
2010,january,los angeles county,9,2,13.0%,333,24,13.0%
2010,january,los angeles county,28,2,13.0%,112,5,13.0%
2010,january,los angeles county,1,1,13.0%,14,8,13.0%
2010,january,los angeles county,54,7,13.0%,176,54,13.0%
2010,january,los angeles county,84,8,13.0%,50,4,13.0%
2010,january,los angeles county,54,1,13.0%,2,1,13.0%
2010,january,los angeles county,174,35,13.0%,214,52,13.0%
2010,january,los angeles county,278,76,13.0%,115,8,13.0%
2010,january,los angeles county,0,0,13.0%,217,73,13.0%
2010,january,los angeles county,30,20,13.0%,9,2,13.0%
2010,january,los angeles county,20,6,13.0%,28,2,13.0%
2010,january,los angeles county,992,244,13.0%,1,1,13.0%
2010,january,los angeles county,8052,1881,13.0%,54,7,13.0%
2010,january,los angeles county,1520,486,13.0%,84,8,13.0%
2010,january,los angeles county,58,43,13.0%,54,1,13.0%
2010,january,los angeles county,92,43,13.0%,174,35,13.0%
2010,january,los angeles county,18,4,13.0%,278,76,13.0%
2010,january,los angeles county,52,7,13.0%,0,0,13.0%
2010,january,los angeles county,51,9,13.0%,30,20,13.0%
2010,january,los angeles county,0,0,13.0%,20,6,13.0%
2010,january,los angeles county,95,17,13.0%,992,244,13.0%
2010,january,los angeles county,158,22,13.0%,8052,1881,13.0%
2010,january,los angeles county,73,8,13.0%,1520,486,13.0%
2010,january,los angeles county,154,39,13.0%,58,43,13.0%
2010,january,los angeles county,272,65,13.0%,92,43,13.0%
2010,january,los angeles county,14,0,13.0%,18,4,13.0%
2010,january,los angeles county,125,35,13.0%,52,7,13.0%
2010,january,los angeles county,381,50,13.0%,51,9,13.0%
2010,january,los angeles county,6,0,13.0%,0,0,13.0%
2010,january,los angeles county,149,19,13.0%,95,17,13.0%
2010,january,los angeles county,447,71,13.0%,158,22,13.0%
2010,january,los angeles county,15,3,13.0%,73,8,13.0%
2010,january,los angeles county,127,21,13.0%,154,39,13.0%
2010,january,los angeles county,0,0,13.0%,272,65,13.0%
2010,january,los angeles county,12,3,13.0%,14,0,13.0%
2010,january,los angeles county,115,13,13.0%,125,35,13.0%
2010,january,los angeles county,57,5,13.0%,381,50,13.0%
2010,january,los angeles county,30,13,13.0%,6,0,13.0%
2010,january,los angeles county,59,10,13.0%,149,19,13.0%
2010,january,los angeles county,23,1,13.0%,447,71,13.0%
2010,january,los angeles county,226,31,13.0%,15,3,13.0%
2010,january,los angeles county,105,10,13.0%,127,21,13.0%
2010,january,los angeles county,220,23,13.0%,0,0,13.0%
2010,january,los angeles county,15,2,13.0%,12,3,13.0%
2010,january,los angeles county,26,1,13.0%,115,13,13.0%
2010,january,los angeles county,40,9,13.0%,57,5,13.0%
2010,january,los angeles county,219,54,13.0%,30,13,13.0%
2010,january,los angeles county,35,5,13.0%,59,10,13.0%
2010,january,los angeles county,28,3,13.0%,23,1,13.0%
2010,january,los angeles county,213,33,13.0%,226,31,13.0%
2010,january,los angeles county,85,1,13.0%,105,10,13.0%
2010,january,los angeles county,19,1,13.0%,220,23,13.0%
2010,january,los angeles county,35,1,13.0%,15,2,13.0%
2010,january,los angeles county,33,2,13.0%,26,1,13.0%
2010,january,los angeles county,268,30,13.0%,40,9,13.0%
2010,january,los angeles county,144,25,13.0%,219,54,13.0%
2010,january,los angeles county,12,0,13.0%,35,5,13.0%
2010,january,los angeles county,206,30,13.0%,28,3,13.0%
2010,february,los angeles county,28,0,12.5%,213,33,13.0%
2010,february,los angeles county,140,16,12.5%,85,1,13.0%
2010,february,los angeles county,126,4,12.5%,19,1,13.0%
2010,february,los angeles county,25,4,12.5%,35,1,13.0%
2010,february,los angeles county,5,5,12.5%,33,2,13.0%
2010,february,los angeles county,106,13,12.5%,268,30,13.0%
2010,february,los angeles county,150,17,12.5%,144,25,13.0%
2010,february,los angeles county,35,14,12.5%,12,0,13.0%
2010,february,los angeles county,76,15,12.5%,206,30,13.0%
2010,february,los angeles county,135,27,12.5%,28,0,12.5%
2010,february,los angeles county,89,5,12.5%,140,16,12.5%
2010,february,los angeles county,0,0,12.5%,126,4,12.5%
2010,february,los angeles county,208,16,12.5%,25,4,12.5%
2010,february,los angeles county,34,1,12.5%,5,5,12.5%
2010,february,los angeles county,16,0,12.5%,106,13,12.5%
2010,february,los angeles county,35,1,12.5%,150,17,12.5%
2010,february,los angeles county,189,37,12.5%,35,14,12.5%
2010,february,los angeles county,119,9,12.5%,76,15,12.5%
2010,february,los angeles county,63,5,12.5%,135,27,12.5%
2010,february,los angeles county,69,7,12.5%,89,5,12.5%
2010,february,los angeles county,203,96,12.5%,0,0,12.5%
2010,february,los angeles county,141,17,12.5%,208,16,12.5%
2010,february,los angeles county,10,2,12.5%,34,1,12.5%
2010,february,los angeles county,38,0,12.5%,16,0,12.5%
2010,february,los angeles county,16,0,12.5%,35,1,12.5%
2010,february,los angeles county,37,2,12.5%,189,37,12.5%
2010,february,los angeles county,44,6,12.5%,119,9,12.5%
2010,february,los angeles county,109,15,12.5%,63,5,12.5%
2010,february,los angeles county,59,1,12.5%,69,7,12.5%
2010,february,los angeles county,287,35,12.5%,203,96,12.5%
2010,february,los angeles county,47,5,12.5%,141,17,12.5%
2010,february,los angeles county,11,0,12.5%,10,2,12.5%
2010,february,los angeles county,231,45,12.5%,38,0,12.5%
2010,february,los angeles county,39,0,12.5%,16,0,12.5%
2010,february,los angeles county,122,27,12.5%,37,2,12.5%
2010,february,los angeles county,303,19,12.5%,44,6,12.5%
2010,february,los angeles county,113,7,12.5%,109,15,12.5%
2010,february,los angeles county,24,4,12.5%,59,1,12.5%
2010,february,los angeles county,165,46,12.5%,287,35,12.5%
2010,february,los angeles county,33,3,12.5%,47,5,12.5%
2010,february,los angeles county,2,0,12.5%,11,0,12.5%
2010,february,los angeles county,181,54,12.5%,231,45,12.5%
2010,february,los angeles county,109,3,12.5%,39,0,12.5%
2010,february,los angeles county,210,44,12.5%,122,27,12.5%
2010,february,los angeles county,13,0,12.5%,303,19,12.5%
2010,february,los angeles county,30,4,12.5%,113,7,12.5%
2010,february,los angeles county,5,0,12.5%,24,4,12.5%
2010,february,los angeles county,49,5,12.5%,165,46,12.5%
2010,february,los angeles county,45,13,12.5%,33,3,12.5%
2010,february,los angeles county,40,1,12.5%,2,0,12.5%
2010,february,los angeles county,173,28,12.5%,181,54,12.5%
2010,february,los angeles county,254,58,12.5%,109,3,12.5%
2010,february,los angeles county,1,0,12.5%,210,44,12.5%
2010,february,los angeles county,42,13,12.5%,13,0,12.5%
2010,february,los angeles county,21,12,12.5%,30,4,12.5%
2010,february,los angeles county,831,177,12.5%,5,0,12.5%
2010,february,los angeles county,6914,1661,12.5%,49,5,12.5%
2010,february,los angeles county,1334,470,12.5%,45,13,12.5%
2010,february,los angeles county,51,24,12.5%,40,1,12.5%
2010,february,los angeles county,105,49,12.5%,173,28,12.5%
2010,february,los angeles county,31,2,12.5%,254,58,12.5%
2010,february,los angeles county,56,3,12.5%,1,0,12.5%
2010,february,los angeles county,47,8,12.5%,42,13,12.5%
2010,february,los angeles county,0,0,12.5%,21,12,12.5%
2010,february,los angeles county,97,3,12.5%,831,177,12.5%
2010,february,los angeles county,117,20,12.5%,6914,1661,12.5%
2010,february,los angeles county,64,3,12.5%,1334,470,12.5%
2010,february,los angeles county,195,20,12.5%,51,24,12.5%
2010,february,los angeles county,231,59,12.5%,105,49,12.5%
2010,february,los angeles county,18,0,12.5%,31,2,12.5%
2010,february,los angeles county,104,18,12.5%,56,3,12.5%
2010,february,los angeles county,324,44,12.5%,47,8,12.5%
2010,february,los angeles county,13,0,12.5%,0,0,12.5%
2010,february,los angeles county,127,19,12.5%,97,3,12.5%
2010,february,los angeles county,378,54,12.5%,117,20,12.5%
2010,february,los angeles county,26,1,12.5%,64,3,12.5%
2010,february,los angeles county,102,15,12.5%,195,20,12.5%
2010,february,los angeles county,0,4,12.5%,231,59,12.5%
2010,february,los angeles county,9,3,12.5%,18,0,12.5%
2010,february,los angeles county,115,18,12.5%,104,18,12.5%
2010,february,los angeles county,61,13,12.5%,324,44,12.5%
2010,february,los angeles county,27,4,12.5%,13,0,12.5%
2010,february,los angeles county,57,7,12.5%,127,19,12.5%
2010,february,los angeles county,11,1,12.5%,378,54,12.5%
2010,february,los angeles county,232,25,12.5%,26,1,12.5%
2010,february,los angeles county,93,3,12.5%,102,15,12.5%
2010,february,los angeles county,233,44,12.5%,0,4,12.5%
2010,february,los angeles county,11,0,12.5%,9,3,12.5%
2010,february,los angeles county,25,7,12.5%,115,18,12.5%
2010,february,los angeles county,36,7,12.5%,61,13,12.5%
2010,february,los angeles county,200,53,12.5%,27,4,12.5%
2010,february,los angeles county,34,3,12.5%,57,7,12.5%
2010,february,los angeles county,41,3,12.5%,11,1,12.5%
2010,february,los angeles county,229,30,12.5%,232,25,12.5%
2010,february,los angeles county,82,2,12.5%,93,3,12.5%
2010,february,los angeles county,10,0,12.5%,233,44,12.5%
2010,february,los angeles county,24,1,12.5%,11,0,12.5%
2010,february,los angeles county,35,6,12.5%,25,7,12.5%
2010,february,los angeles county,266,23,12.5%,36,7,12.5%
2010,february,los angeles county,132,35,12.5%,200,53,12.5%
2010,february,los angeles county,14,0,12.5%,34,3,12.5%
2010,february,los angeles county,188,18,12.5%,41,3,12.5%
2010,march,los angeles county,11,1,12.6%,229,30,12.5%
2010,march,los angeles county,208,16,12.6%,82,2,12.5%
2010,march,los angeles county,139,4,12.6%,10,0,12.5%
2010,march,los angeles county,14,4,12.6%,24,1,12.5%
2010,march,los angeles county,3,0,12.6%,35,6,12.5%
2010,march,los angeles county,138,19,12.6%,266,23,12.5%
2010,march,los angeles county,147,32,12.6%,132,35,12.5%
2010,march,los angeles county,37,18,12.6%,14,0,12.5%
2010,march,los angeles county,99,19,12.6%,188,18,12.5%
2010,march,los angeles county,124,39,12.6%,11,1,12.6%
2010,march,los angeles county,71,7,12.6%,208,16,12.6%
2010,march,los angeles county,3,0,12.6%,139,4,12.6%
2010,march,los angeles county,270,16,12.6%,14,4,12.6%
2010,march,los angeles county,26,0,12.6%,3,0,12.6%
2010,march,los angeles county,19,0,12.6%,138,19,12.6%
2010,march,los angeles county,24,0,12.6%,147,32,12.6%
2010,march,los angeles county,172,46,12.6%,37,18,12.6%
2010,march,los angeles county,136,2,12.6%,99,19,12.6%
2010,march,los angeles county,78,6,12.6%,124,39,12.6%
2010,march,los angeles county,85,8,12.6%,71,7,12.6%
2010,march,los angeles county,154,81,12.6%,3,0,12.6%
2010,march,los angeles county,161,13,12.6%,270,16,12.6%
2010,march,los angeles county,15,2,12.6%,26,0,12.6%
2010,march,los angeles county,40,0,12.6%,19,0,12.6%
2010,march,los angeles county,9,0,12.6%,24,0,12.6%
2010,march,los angeles county,48,1,12.6%,172,46,12.6%
2010,march,los angeles county,49,14,12.6%,136,2,12.6%
2010,march,los angeles county,154,17,12.6%,78,6,12.6%
2010,march,los angeles county,82,2,12.6%,85,8,12.6%
2010,march,los angeles county,273,22,12.6%,154,81,12.6%
2010,march,los angeles county,43,8,12.6%,161,13,12.6%
2010,march,los angeles county,16,0,12.6%,15,2,12.6%
2010,march,los angeles county,231,51,12.6%,40,0,12.6%
2010,march,los angeles county,40,4,12.6%,9,0,12.6%
2010,march,los angeles county,135,36,12.6%,48,1,12.6%
2010,march,los angeles county,335,22,12.6%,49,14,12.6%
2010,march,los angeles county,114,6,12.6%,154,17,12.6%
2010,march,los angeles county,20,7,12.6%,82,2,12.6%
2010,march,los angeles county,205,62,12.6%,273,22,12.6%
2010,march,los angeles county,47,4,12.6%,43,8,12.6%
2010,march,los angeles county,1,0,12.6%,16,0,12.6%
2010,march,los angeles county,166,40,12.6%,231,51,12.6%
2010,march,los angeles county,94,10,12.6%,40,4,12.6%
2010,march,los angeles county,259,74,12.6%,135,36,12.6%
2010,march,los angeles county,13,3,12.6%,335,22,12.6%
2010,march,los angeles county,30,1,12.6%,114,6,12.6%
2010,march,los angeles county,6,2,12.6%,20,7,12.6%
2010,march,los angeles county,52,4,12.6%,205,62,12.6%
2010,march,los angeles county,54,13,12.6%,47,4,12.6%
2010,march,los angeles county,69,10,12.6%,1,0,12.6%
2010,march,los angeles county,161,20,12.6%,166,40,12.6%
2010,march,los angeles county,318,73,12.6%,94,10,12.6%
2010,march,los angeles county,0,0,12.6%,259,74,12.6%
2010,march,los angeles county,47,21,12.6%,13,3,12.6%
2010,march,los angeles county,28,10,12.6%,30,1,12.6%
2010,march,los angeles county,987,255,12.6%,6,2,12.6%
2010,march,los angeles county,7787,1762,12.6%,52,4,12.6%
2010,march,los angeles county,1632,525,12.6%,54,13,12.6%
2010,march,los angeles county,55,50,12.6%,69,10,12.6%
2010,march,los angeles county,107,55,12.6%,161,20,12.6%
2010,march,los angeles county,19,7,12.6%,318,73,12.6%
2010,march,los angeles county,84,4,12.6%,0,0,12.6%
2010,march,los angeles county,45,15,12.6%,47,21,12.6%
2010,march,los angeles county,0,0,12.6%,28,10,12.6%
2010,march,los angeles county,102,3,12.6%,987,255,12.6%
2010,march,los angeles county,190,16,12.6%,7787,1762,12.6%
2010,march,los angeles county,78,7,12.6%,1632,525,12.6%
2010,march,los angeles county,150,20,12.6%,55,50,12.6%
2010,march,los angeles county,307,58,12.6%,107,55,12.6%
2010,march,los angeles county,11,1,12.6%,19,7,12.6%
2010,march,los angeles county,109,27,12.6%,84,4,12.6%
2010,march,los angeles county,345,36,12.6%,45,15,12.6%
2010,march,los angeles county,11,0,12.6%,0,0,12.6%
2010,march,los angeles county,143,24,12.6%,102,3,12.6%
2010,march,los angeles county,361,97,12.6%,190,16,12.6%
2010,march,los angeles county,34,5,12.6%,78,7,12.6%
2010,march,los angeles county,105,12,12.6%,150,20,12.6%
2010,march,los angeles county,2,0,12.6%,307,58,12.6%
2010,march,los angeles county,10,2,12.6%,11,1,12.6%
2010,march,los angeles county,91,12,12.6%,109,27,12.6%
2010,march,los angeles county,54,5,12.6%,345,36,12.6%
2010,march,los angeles county,29,6,12.6%,11,0,12.6%
2010,march,los angeles county,50,5,12.6%,143,24,12.6%
2010,march,los angeles county,10,2,12.6%,361,97,12.6%
2010,march,los angeles county,298,42,12.6%,34,5,12.6%
2010,march,los angeles county,122,8,12.6%,105,12,12.6%
2010,march,los angeles county,268,26,12.6%,2,0,12.6%
2010,march,los angeles county,14,0,12.6%,10,2,12.6%
2010,march,los angeles county,39,2,12.6%,91,12,12.6%
2010,march,los angeles county,46,11,12.6%,54,5,12.6%
2010,march,los angeles county,227,49,12.6%,29,6,12.6%
2010,march,los angeles county,24,2,12.6%,50,5,12.6%
2010,march,los angeles county,52,7,12.6%,10,2,12.6%
2010,march,los angeles county,236,15,12.6%,298,42,12.6%
2010,march,los angeles county,66,4,12.6%,122,8,12.6%
2010,march,los angeles county,25,0,12.6%,268,26,12.6%
2010,march,los angeles county,38,4,12.6%,14,0,12.6%
2010,march,los angeles county,44,0,12.6%,39,2,12.6%
2010,march,los angeles county,261,21,12.6%,46,11,12.6%
2010,march,los angeles county,147,30,12.6%,227,49,12.6%
2010,march,los angeles county,7,1,12.6%,24,2,12.6%
2010,march,los angeles county,193,28,12.6%,52,7,12.6%
2010,april,los angeles county,16,4,12.1%,236,15,12.6%
2010,april,los angeles county,150,17,12.1%,66,4,12.6%
2010,april,los angeles county,144,6,12.1%,25,0,12.6%
2010,april,los angeles county,19,4,12.1%,38,4,12.6%
2010,april,los angeles county,4,1,12.1%,44,0,12.6%
2010,april,los angeles county,131,25,12.1%,261,21,12.6%
2010,april,los angeles county,160,14,12.1%,147,30,12.6%
2010,april,los angeles county,42,17,12.1%,7,1,12.6%
2010,april,los angeles county,88,22,12.1%,193,28,12.6%
2010,april,los angeles county,130,43,12.1%,16,4,12.1%
2010,april,los angeles county,81,5,12.1%,150,17,12.1%
2010,april,los angeles county,0,0,12.1%,144,6,12.1%
2010,april,los angeles county,235,14,12.1%,19,4,12.1%
2010,april,los angeles county,40,0,12.1%,4,1,12.1%
2010,april,los angeles county,19,1,12.1%,131,25,12.1%
2010,april,los angeles county,17,3,12.1%,160,14,12.1%
2010,april,los angeles county,177,54,12.1%,42,17,12.1%
2010,april,los angeles county,129,11,12.1%,88,22,12.1%
2010,april,los angeles county,67,4,12.1%,130,43,12.1%
2010,april,los angeles county,79,15,12.1%,81,5,12.1%
2010,april,los angeles county,199,107,12.1%,0,0,12.1%
2010,april,los angeles county,138,17,12.1%,235,14,12.1%
2010,april,los angeles county,5,1,12.1%,40,0,12.1%
2010,april,los angeles county,33,1,12.1%,19,1,12.1%
2010,april,los angeles county,15,0,12.1%,17,3,12.1%
2010,april,los angeles county,27,3,12.1%,177,54,12.1%
2010,april,los angeles county,49,19,12.1%,129,11,12.1%
2010,april,los angeles county,141,16,12.1%,67,4,12.1%
2010,april,los angeles county,75,2,12.1%,79,15,12.1%
2010,april,los angeles county,321,32,12.1%,199,107,12.1%
2010,april,los angeles county,48,6,12.1%,138,17,12.1%
2010,april,los angeles county,12,0,12.1%,5,1,12.1%
2010,april,los angeles county,260,36,12.1%,33,1,12.1%
2010,april,los angeles county,37,3,12.1%,15,0,12.1%
2010,april,los angeles county,138,32,12.1%,27,3,12.1%
2010,april,los angeles county,289,18,12.1%,49,19,12.1%
2010,april,los angeles county,101,5,12.1%,141,16,12.1%
2010,april,los angeles county,17,5,12.1%,75,2,12.1%
2010,april,los angeles county,192,61,12.1%,321,32,12.1%
2010,april,los angeles county,46,2,12.1%,48,6,12.1%
2010,april,los angeles county,1,0,12.1%,12,0,12.1%
2010,april,los angeles county,160,49,12.1%,260,36,12.1%
2010,april,los angeles county,131,8,12.1%,37,3,12.1%
2010,april,los angeles county,267,64,12.1%,138,32,12.1%
2010,april,los angeles county,13,2,12.1%,289,18,12.1%
2010,april,los angeles county,13,2,12.1%,101,5,12.1%
2010,april,los angeles county,3,0,12.1%,17,5,12.1%
2010,april,los angeles county,64,11,12.1%,192,61,12.1%
2010,april,los angeles county,27,14,12.1%,46,2,12.1%
2010,april,los angeles county,55,4,12.1%,1,0,12.1%
2010,april,los angeles county,138,29,12.1%,160,49,12.1%
2010,april,los angeles county,256,58,12.1%,131,8,12.1%
2010,april,los angeles county,0,0,12.1%,267,64,12.1%
2010,april,los angeles county,40,22,12.1%,13,2,12.1%
2010,april,los angeles county,28,6,12.1%,13,2,12.1%
2010,april,los angeles county,952,272,12.1%,3,0,12.1%
2010,april,los angeles county,7528,1849,12.1%,64,11,12.1%
2010,april,los angeles county,1387,502,12.1%,27,14,12.1%
2010,april,los angeles county,48,41,12.1%,55,4,12.1%
2010,april,los angeles county,103,38,12.1%,138,29,12.1%
2010,april,los angeles county,22,2,12.1%,256,58,12.1%
2010,april,los angeles county,62,1,12.1%,0,0,12.1%
2010,april,los angeles county,53,16,12.1%,40,22,12.1%
2010,april,los angeles county,4,0,12.1%,28,6,12.1%
2010,april,los angeles county,109,9,12.1%,952,272,12.1%
2010,april,los angeles county,168,20,12.1%,7528,1849,12.1%
2010,april,los angeles county,77,8,12.1%,1387,502,12.1%
2010,april,los angeles county,185,37,12.1%,48,41,12.1%
2010,april,los angeles county,272,56,12.1%,103,38,12.1%
2010,april,los angeles county,5,0,12.1%,22,2,12.1%
2010,april,los angeles county,126,25,12.1%,62,1,12.1%
2010,april,los angeles county,295,37,12.1%,53,16,12.1%
2010,april,los angeles county,10,0,12.1%,4,0,12.1%
2010,april,los angeles county,127,12,12.1%,109,9,12.1%
2010,april,los angeles county,309,63,12.1%,168,20,12.1%
2010,april,los angeles county,27,3,12.1%,77,8,12.1%
2010,april,los angeles county,128,17,12.1%,185,37,12.1%
2010,april,los angeles county,0,0,12.1%,272,56,12.1%
2010,april,los angeles county,7,2,12.1%,5,0,12.1%
2010,april,los angeles county,115,20,12.1%,126,25,12.1%
2010,april,los angeles county,69,5,12.1%,295,37,12.1%
2010,april,los angeles county,36,4,12.1%,10,0,12.1%
2010,april,los angeles county,52,3,12.1%,127,12,12.1%
2010,april,los angeles county,24,1,12.1%,309,63,12.1%
2010,april,los angeles county,173,31,12.1%,27,3,12.1%
2010,april,los angeles county,99,7,12.1%,128,17,12.1%
2010,april,los angeles county,261,25,12.1%,0,0,12.1%
2010,april,los angeles county,16,0,12.1%,7,2,12.1%
2010,april,los angeles county,49,6,12.1%,115,20,12.1%
2010,april,los angeles county,58,17,12.1%,69,5,12.1%
2010,april,los angeles county,177,51,12.1%,36,4,12.1%
2010,april,los angeles county,47,5,12.1%,52,3,12.1%
2010,april,los angeles county,39,12,12.1%,24,1,12.1%
2010,april,los angeles county,228,27,12.1%,173,31,12.1%
2010,april,los angeles county,87,4,12.1%,99,7,12.1%
2010,april,los angeles county,29,0,12.1%,261,25,12.1%
2010,april,los angeles county,35,4,12.1%,16,0,12.1%
2010,april,los angeles county,44,3,12.1%,49,6,12.1%
2010,april,los angeles county,233,32,12.1%,58,17,12.1%
2010,april,los angeles county,132,29,12.1%,177,51,12.1%
2010,april,los angeles county,9,1,12.1%,47,5,12.1%
2010,april,los angeles county,193,23,12.1%,39,12,12.1%
2010,may,los angeles county,24,3,12.1%,228,27,12.1%
2010,may,los angeles county,203,9,12.1%,87,4,12.1%
2010,may,los angeles county,160,9,12.1%,29,0,12.1%
2010,may,los angeles county,21,1,12.1%,35,4,12.1%
2010,may,los angeles county,9,3,12.1%,44,3,12.1%
2010,may,los angeles county,137,16,12.1%,233,32,12.1%
2010,may,los angeles county,153,30,12.1%,132,29,12.1%
2010,may,los angeles county,60,18,12.1%,9,1,12.1%
2010,may,los angeles county,84,14,12.1%,193,23,12.1%
2010,may,los angeles county,133,15,12.1%,24,3,12.1%
2010,may,los angeles county,68,7,12.1%,203,9,12.1%
2010,may,los angeles county,3,0,12.1%,160,9,12.1%
2010,may,los angeles county,246,8,12.1%,21,1,12.1%
2010,may,los angeles county,26,5,12.1%,9,3,12.1%
2010,may,los angeles county,18,1,12.1%,137,16,12.1%
2010,may,los angeles county,28,0,12.1%,153,30,12.1%
2010,may,los angeles county,190,36,12.1%,60,18,12.1%
2010,may,los angeles county,161,13,12.1%,84,14,12.1%
2010,may,los angeles county,81,4,12.1%,133,15,12.1%
2010,may,los angeles county,81,14,12.1%,68,7,12.1%
2010,may,los angeles county,312,153,12.1%,3,0,12.1%
2010,may,los angeles county,155,14,12.1%,246,8,12.1%
2010,may,los angeles county,8,0,12.1%,26,5,12.1%
2010,may,los angeles county,19,0,12.1%,18,1,12.1%
2010,may,los angeles county,13,0,12.1%,28,0,12.1%
2010,may,los angeles county,29,1,12.1%,190,36,12.1%
2010,may,los angeles county,49,15,12.1%,161,13,12.1%
2010,may,los angeles county,119,10,12.1%,81,4,12.1%
2010,may,los angeles county,37,5,12.1%,81,14,12.1%
2010,may,los angeles county,363,36,12.1%,312,153,12.1%
2010,may,los angeles county,33,2,12.1%,155,14,12.1%
2010,may,los angeles county,9,0,12.1%,8,0,12.1%
2010,may,los angeles county,240,72,12.1%,19,0,12.1%
2010,may,los angeles county,53,3,12.1%,13,0,12.1%
2010,may,los angeles county,141,38,12.1%,29,1,12.1%
2010,may,los angeles county,348,24,12.1%,49,15,12.1%
2010,may,los angeles county,108,7,12.1%,119,10,12.1%
2010,may,los angeles county,13,6,12.1%,37,5,12.1%
2010,may,los angeles county,206,73,12.1%,363,36,12.1%
2010,may,los angeles county,41,4,12.1%,33,2,12.1%
2010,may,los angeles county,1,0,12.1%,9,0,12.1%
2010,may,los angeles county,175,48,12.1%,240,72,12.1%
2010,may,los angeles county,80,2,12.1%,53,3,12.1%
2010,may,los angeles county,231,82,12.1%,141,38,12.1%
2010,may,los angeles county,7,1,12.1%,348,24,12.1%
2010,may,los angeles county,31,1,12.1%,108,7,12.1%
2010,may,los angeles county,4,0,12.1%,13,6,12.1%
2010,may,los angeles county,90,3,12.1%,206,73,12.1%
2010,may,los angeles county,48,8,12.1%,41,4,12.1%
2010,may,los angeles county,52,6,12.1%,1,0,12.1%
2010,may,los angeles county,99,18,12.1%,175,48,12.1%
2010,may,los angeles county,342,99,12.1%,80,2,12.1%
2010,may,los angeles county,0,0,12.1%,231,82,12.1%
2010,may,los angeles county,35,24,12.1%,7,1,12.1%
2010,may,los angeles county,32,7,12.1%,31,1,12.1%
2010,may,los angeles county,917,274,12.1%,4,0,12.1%
2010,may,los angeles county,7471,1881,12.1%,90,3,12.1%
2010,may,los angeles county,1463,618,12.1%,48,8,12.1%
2010,may,los angeles county,67,61,12.1%,52,6,12.1%
2010,may,los angeles county,121,48,12.1%,99,18,12.1%
2010,may,los angeles county,28,2,12.1%,342,99,12.1%
2010,may,los angeles county,65,4,12.1%,0,0,12.1%
2010,may,los angeles county,53,18,12.1%,35,24,12.1%
2010,may,los angeles county,4,3,12.1%,32,7,12.1%
2010,may,los angeles county,100,5,12.1%,917,274,12.1%
2010,may,los angeles county,175,14,12.1%,7471,1881,12.1%
2010,may,los angeles county,70,10,12.1%,1463,618,12.1%
2010,may,los angeles county,188,30,12.1%,67,61,12.1%
2010,may,los angeles county,289,86,12.1%,121,48,12.1%
2010,may,los angeles county,5,1,12.1%,28,2,12.1%
2010,may,los angeles county,110,29,12.1%,65,4,12.1%
2010,may,los angeles county,325,45,12.1%,53,18,12.1%
2010,may,los angeles county,13,0,12.1%,4,3,12.1%
2010,may,los angeles county,113,20,12.1%,100,5,12.1%
2010,may,los angeles county,318,74,12.1%,175,14,12.1%
2010,may,los angeles county,36,3,12.1%,70,10,12.1%
2010,may,los angeles county,163,20,12.1%,188,30,12.1%
2010,may,los angeles county,0,0,12.1%,289,86,12.1%
2010,may,los angeles county,15,1,12.1%,5,1,12.1%
2010,may,los angeles county,88,14,12.1%,110,29,12.1%
